"plot","transect","microsite","canopy","point","species","length","width","height","number"
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
"DryGB2-019",1,"canopy",1,20,"ELEL5",4,4,24,1
